Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3026399,"SS2_15_0049_H3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750455",SRX3750455,"Kristian Pietras","Nov 23, 2018"
GSM3026400,"SS2_15_0049_H4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750456",SRX3750456,"Kristian Pietras","Nov 23, 2018"
GSM3026401,"SS2_15_0049_H5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750457",SRX3750457,"Kristian Pietras","Nov 23, 2018"
GSM3026402,"SS2_15_0049_H6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750458",SRX3750458,"Kristian Pietras","Nov 23, 2018"
GSM3026403,"SS2_15_0049_H7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750459",SRX3750459,"Kristian Pietras","Nov 23, 2018"
GSM3026404,"SS2_15_0049_H8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750460",SRX3750460,"Kristian Pietras","Nov 23, 2018"
GSM3026405,"SS2_15_0049_H9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750461",SRX3750461,"Kristian Pietras","Nov 23, 2018"
GSM3026406,"SS2_15_0049_H10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750462",SRX3750462,"Kristian Pietras","Nov 23, 2018"
GSM3026407,"SS2_15_0049_H11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750463",SRX3750463,"Kristian Pietras","Nov 23, 2018"
GSM3026408,"SS2_15_0049_H12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750464",SRX3750464,"Kristian Pietras","Nov 23, 2018"
GSM3026409,"SS2_15_0049_H13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750465",SRX3750465,"Kristian Pietras","Nov 23, 2018"
GSM3026410,"SS2_15_0049_H14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750466",SRX3750466,"Kristian Pietras","Nov 23, 2018"
GSM3026411,"SS2_15_0049_H15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750467",SRX3750467,"Kristian Pietras","Nov 23, 2018"
GSM3026412,"SS2_15_0049_H16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750468",SRX3750468,"Kristian Pietras","Nov 23, 2018"
GSM3026413,"SS2_15_0049_H17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750469",SRX3750469,"Kristian Pietras","Nov 23, 2018"
GSM3026414,"SS2_15_0049_H18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750470",SRX3750470,"Kristian Pietras","Nov 23, 2018"
GSM3026415,"SS2_15_0049_H19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750471",SRX3750471,"Kristian Pietras","Nov 23, 2018"
GSM3026416,"SS2_15_0049_H20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750472",SRX3750472,"Kristian Pietras","Nov 23, 2018"
GSM3026417,"SS2_15_0049_H21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750473",SRX3750473,"Kristian Pietras","Nov 23, 2018"
GSM3026418,"SS2_15_0049_H22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750474",SRX3750474,"Kristian Pietras","Nov 23, 2018"
GSM3026419,"SS2_15_0049_H23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750475",SRX3750475,"Kristian Pietras","Nov 23, 2018"
GSM3026420,"SS2_15_0049_H24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750476",SRX3750476,"Kristian Pietras","Nov 23, 2018"
GSM3026421,"SS2_15_0049_I1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750477",SRX3750477,"Kristian Pietras","Nov 23, 2018"
GSM3026422,"SS2_15_0049_I2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750478",SRX3750478,"Kristian Pietras","Nov 23, 2018"
GSM3026423,"SS2_15_0049_I3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750479",SRX3750479,"Kristian Pietras","Nov 23, 2018"
GSM3026424,"SS2_15_0049_I4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750480",SRX3750480,"Kristian Pietras","Nov 23, 2018"
GSM3026425,"SS2_15_0049_I5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750481",SRX3750481,"Kristian Pietras","Nov 23, 2018"
GSM3026426,"SS2_15_0049_I6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750482",SRX3750482,"Kristian Pietras","Nov 23, 2018"
GSM3026427,"SS2_15_0049_I7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750483",SRX3750483,"Kristian Pietras","Nov 23, 2018"
GSM3026428,"SS2_15_0049_I8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750484",SRX3750484,"Kristian Pietras","Nov 23, 2018"
GSM3026429,"SS2_15_0049_I9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750485",SRX3750485,"Kristian Pietras","Nov 23, 2018"
GSM3026430,"SS2_15_0049_I10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750486",SRX3750486,"Kristian Pietras","Nov 23, 2018"
GSM3026431,"SS2_15_0049_I11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750487",SRX3750487,"Kristian Pietras","Nov 23, 2018"
GSM3026432,"SS2_15_0049_I12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750488",SRX3750488,"Kristian Pietras","Nov 23, 2018"
GSM3026433,"SS2_15_0049_I13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750489",SRX3750489,"Kristian Pietras","Nov 23, 2018"
GSM3026434,"SS2_15_0049_I14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750490",SRX3750490,"Kristian Pietras","Nov 23, 2018"
GSM3026435,"SS2_15_0049_I15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750491",SRX3750491,"Kristian Pietras","Nov 23, 2018"
GSM3026436,"SS2_15_0049_I16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750492",SRX3750492,"Kristian Pietras","Nov 23, 2018"
GSM3026437,"SS2_15_0049_I17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750493",SRX3750493,"Kristian Pietras","Nov 23, 2018"
GSM3026438,"SS2_15_0049_I18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750494",SRX3750494,"Kristian Pietras","Nov 23, 2018"
GSM3026439,"SS2_15_0049_I19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750495",SRX3750495,"Kristian Pietras","Nov 23, 2018"
GSM3026440,"SS2_15_0049_I20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750496",SRX3750496,"Kristian Pietras","Nov 23, 2018"
GSM3026441,"SS2_15_0049_I21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750497",SRX3750497,"Kristian Pietras","Nov 23, 2018"
GSM3026442,"SS2_15_0049_I22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750498",SRX3750498,"Kristian Pietras","Nov 23, 2018"
GSM3026443,"SS2_15_0049_I23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750499",SRX3750499,"Kristian Pietras","Nov 23, 2018"
GSM3026444,"SS2_15_0049_I24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750500",SRX3750500,"Kristian Pietras","Nov 23, 2018"
GSM3026445,"SS2_15_0049_J1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750501",SRX3750501,"Kristian Pietras","Nov 23, 2018"
GSM3026446,"SS2_15_0049_J2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750502",SRX3750502,"Kristian Pietras","Nov 23, 2018"
GSM3026447,"SS2_15_0049_J3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750503",SRX3750503,"Kristian Pietras","Nov 23, 2018"
GSM3026448,"SS2_15_0049_J4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750504",SRX3750504,"Kristian Pietras","Nov 23, 2018"
GSM3026449,"SS2_15_0049_J5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750505",SRX3750505,"Kristian Pietras","Nov 23, 2018"
GSM3026450,"SS2_15_0049_J6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750506",SRX3750506,"Kristian Pietras","Nov 23, 2018"
GSM3026451,"SS2_15_0049_J7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750507",SRX3750507,"Kristian Pietras","Nov 23, 2018"
GSM3026452,"SS2_15_0049_J8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750508",SRX3750508,"Kristian Pietras","Nov 23, 2018"
GSM3026453,"SS2_15_0049_J9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750509",SRX3750509,"Kristian Pietras","Nov 23, 2018"
GSM3026454,"SS2_15_0049_J10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750510",SRX3750510,"Kristian Pietras","Nov 23, 2018"
GSM3026455,"SS2_15_0049_J11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750511",SRX3750511,"Kristian Pietras","Nov 23, 2018"
GSM3026456,"SS2_15_0049_J12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750512",SRX3750512,"Kristian Pietras","Nov 23, 2018"
GSM3026457,"SS2_15_0049_J13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750513",SRX3750513,"Kristian Pietras","Nov 23, 2018"
GSM3026458,"SS2_15_0049_J14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750514",SRX3750514,"Kristian Pietras","Nov 23, 2018"
GSM3026459,"SS2_15_0049_J15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750515",SRX3750515,"Kristian Pietras","Nov 23, 2018"
GSM3026460,"SS2_15_0049_J16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750516",SRX3750516,"Kristian Pietras","Nov 23, 2018"
GSM3026461,"SS2_15_0049_J17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750517",SRX3750517,"Kristian Pietras","Nov 23, 2018"
GSM3026462,"SS2_15_0049_J18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750518",SRX3750518,"Kristian Pietras","Nov 23, 2018"
GSM3026463,"SS2_15_0049_J19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750519",SRX3750519,"Kristian Pietras","Nov 23, 2018"
GSM3026464,"SS2_15_0049_J20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750520",SRX3750520,"Kristian Pietras","Nov 23, 2018"
GSM3026465,"SS2_15_0049_J21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750521",SRX3750521,"Kristian Pietras","Nov 23, 2018"
GSM3026466,"SS2_15_0049_J22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750522",SRX3750522,"Kristian Pietras","Nov 23, 2018"
GSM3026467,"SS2_15_0049_J23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750523",SRX3750523,"Kristian Pietras","Nov 23, 2018"
GSM3026468,"SS2_15_0049_J24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750524",SRX3750524,"Kristian Pietras","Nov 23, 2018"
GSM3026469,"SS2_15_0049_K1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750525",SRX3750525,"Kristian Pietras","Nov 23, 2018"
GSM3026470,"SS2_15_0049_K2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750526",SRX3750526,"Kristian Pietras","Nov 23, 2018"
GSM3026471,"SS2_15_0049_K3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750527",SRX3750527,"Kristian Pietras","Nov 23, 2018"
GSM3026472,"SS2_15_0049_K4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750528",SRX3750528,"Kristian Pietras","Nov 23, 2018"
GSM3026473,"SS2_15_0049_K5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750529",SRX3750529,"Kristian Pietras","Nov 23, 2018"
GSM3026474,"SS2_15_0049_K6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750530",SRX3750530,"Kristian Pietras","Nov 23, 2018"
GSM3026475,"SS2_15_0049_K7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750531",SRX3750531,"Kristian Pietras","Nov 23, 2018"
GSM3026476,"SS2_15_0049_K8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750532",SRX3750532,"Kristian Pietras","Nov 23, 2018"
GSM3026477,"SS2_15_0049_K9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750533",SRX3750533,"Kristian Pietras","Nov 23, 2018"
GSM3026478,"SS2_15_0049_K10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750534",SRX3750534,"Kristian Pietras","Nov 23, 2018"
GSM3026479,"SS2_15_0049_K11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750535",SRX3750535,"Kristian Pietras","Nov 23, 2018"
GSM3026480,"SS2_15_0049_K12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750536",SRX3750536,"Kristian Pietras","Nov 23, 2018"
GSM3026481,"SS2_15_0049_K13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750537",SRX3750537,"Kristian Pietras","Nov 23, 2018"
GSM3026482,"SS2_15_0049_K14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750538",SRX3750538,"Kristian Pietras","Nov 23, 2018"
GSM3026483,"SS2_15_0049_K15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750539",SRX3750539,"Kristian Pietras","Nov 23, 2018"
GSM3026484,"SS2_15_0049_K16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750540",SRX3750540,"Kristian Pietras","Nov 23, 2018"
GSM3026485,"SS2_15_0049_K17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750541",SRX3750541,"Kristian Pietras","Nov 23, 2018"
GSM3026486,"SS2_15_0049_K18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750542",SRX3750542,"Kristian Pietras","Nov 23, 2018"
GSM3026487,"SS2_15_0049_K19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750543",SRX3750543,"Kristian Pietras","Nov 23, 2018"
GSM3026488,"SS2_15_0049_K20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750544",SRX3750544,"Kristian Pietras","Nov 23, 2018"
GSM3026489,"SS2_15_0049_K21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750545",SRX3750545,"Kristian Pietras","Nov 23, 2018"
GSM3026490,"SS2_15_0049_K22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750546",SRX3750546,"Kristian Pietras","Nov 23, 2018"
GSM3026491,"SS2_15_0049_K23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750547",SRX3750547,"Kristian Pietras","Nov 23, 2018"
GSM3026492,"SS2_15_0049_K24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750548",SRX3750548,"Kristian Pietras","Nov 23, 2018"
GSM3026493,"SS2_15_0049_L1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750549",SRX3750549,"Kristian Pietras","Nov 23, 2018"
GSM3026494,"SS2_15_0049_L2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750550",SRX3750550,"Kristian Pietras","Nov 23, 2018"
GSM3026495,"SS2_15_0049_L3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750551",SRX3750551,"Kristian Pietras","Nov 23, 2018"
GSM3026496,"SS2_15_0049_L4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750552",SRX3750552,"Kristian Pietras","Nov 23, 2018"
GSM3026497,"SS2_15_0049_L5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750553",SRX3750553,"Kristian Pietras","Nov 23, 2018"
GSM3026498,"SS2_15_0049_L6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750554",SRX3750554,"Kristian Pietras","Nov 23, 2018"
GSM3026499,"SS2_15_0049_L7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750555",SRX3750555,"Kristian Pietras","Nov 23, 2018"
GSM3026500,"SS2_15_0049_L8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750556",SRX3750556,"Kristian Pietras","Nov 23, 2018"
GSM3026501,"SS2_15_0049_L9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750557",SRX3750557,"Kristian Pietras","Nov 23, 2018"
GSM3026502,"SS2_15_0049_L10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750558",SRX3750558,"Kristian Pietras","Nov 23, 2018"
GSM3026503,"SS2_15_0049_L11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750559",SRX3750559,"Kristian Pietras","Nov 23, 2018"
GSM3026504,"SS2_15_0049_L12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750560",SRX3750560,"Kristian Pietras","Nov 23, 2018"
GSM3026505,"SS2_15_0049_L13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750561",SRX3750561,"Kristian Pietras","Nov 23, 2018"
GSM3026506,"SS2_15_0049_L14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750562",SRX3750562,"Kristian Pietras","Nov 23, 2018"
GSM3026507,"SS2_15_0049_L15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750563",SRX3750563,"Kristian Pietras","Nov 23, 2018"
GSM3026508,"SS2_15_0049_L16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750564",SRX3750564,"Kristian Pietras","Nov 23, 2018"
GSM3026509,"SS2_15_0049_L17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750565",SRX3750565,"Kristian Pietras","Nov 23, 2018"
GSM3026510,"SS2_15_0049_L18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750566",SRX3750566,"Kristian Pietras","Nov 23, 2018"
GSM3026511,"SS2_15_0049_L19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750567",SRX3750567,"Kristian Pietras","Nov 23, 2018"
GSM3026512,"SS2_15_0049_L20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750568",SRX3750568,"Kristian Pietras","Nov 23, 2018"
GSM3026513,"SS2_15_0049_L21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750569",SRX3750569,"Kristian Pietras","Nov 23, 2018"
GSM3026514,"SS2_15_0049_L22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750570",SRX3750570,"Kristian Pietras","Nov 23, 2018"
GSM3026515,"SS2_15_0049_L23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750571",SRX3750571,"Kristian Pietras","Nov 23, 2018"
